sample_id,Class_encoded,Class
4456,2,CALI
11566,3,DERMASON
2327,0,BARBUNYA
4790,2,CALI
9267,6,SIRA
496,5,SEKER
7019,4,HOROZ
619,5,SEKER
10589,3,DERMASON
13244,3,DERMASON
11616,3,DERMASON
5536,4,HOROZ
12874,3,DERMASON
6141,4,HOROZ
6474,4,HOROZ
8658,6,SIRA
12062,3,DERMASON
9522,6,SIRA
3313,0,BARBUNYA
12439,3,DERMASON
4725,2,CALI
2922,0,BARBUNYA
1579,5,SEKER
11332,3,DERMASON
1300,5,SEKER
10994,3,DERMASON
3440,1,BOMBAY
8298,6,SIRA
12459,3,DERMASON
5107,2,CALI
2167,0,BARBUNYA
3420,1,BOMBAY
11448,3,DERMASON
1770,5,SEKER
13135,3,DERMASON
8692,6,SIRA
1084,5,SEKER
462,5,SEKER
5583,4,HOROZ
10462,3,DERMASON
11004,3,DERMASON
8867,6,SIRA
6755,4,HOROZ
2396,0,BARBUNYA
9109,6,SIRA
9202,6,SIRA
9008,6,SIRA
10630,3,DERMASON
10320,3,DERMASON
10596,3,DERMASON
2859,0,BARBUNYA
10535,3,DERMASON
296,5,SEKER
8816,6,SIRA
6325,4,HOROZ
11960,3,DERMASON
2707,0,BARBUNYA
12615,3,DERMASON
11463,3,DERMASON
471,5,SEKER
6133,4,HOROZ
1284,5,SEKER
6043,4,HOROZ
7424,6,SIRA
9946,6,SIRA
12836,3,DERMASON
4799,2,CALI
52,5,SEKER
9578,6,SIRA
6543,4,HOROZ
11084,3,DERMASON
534,5,SEKER
7718,6,SIRA
11583,3,DERMASON
8861,6,SIRA
12702,3,DERMASON
8483,6,SIRA
10636,3,DERMASON
8752,6,SIRA
4612,2,CALI
2830,0,BARBUNYA
8563,6,SIRA
5645,4,HOROZ
11171,3,DERMASON
7662,6,SIRA
9304,6,SIRA
10434,3,DERMASON
537,5,SEKER
5369,2,CALI
10070,3,DERMASON
8349,6,SIRA
5750,4,HOROZ
11420,3,DERMASON
9633,6,SIRA
11404,3,DERMASON
7529,6,SIRA
11971,3,DERMASON
8136,6,SIRA
8421,6,SIRA
11297,3,DERMASON
3971,2,CALI
4064,2,CALI
11205,3,DERMASON
12714,3,DERMASON
1440,5,SEKER
9834,6,SIRA
1954,5,SEKER
7256,4,HOROZ
3101,0,BARBUNYA
4551,2,CALI
9702,6,SIRA
12259,3,DERMASON
5820,4,HOROZ
10526,3,DERMASON
2218,0,BARBUNYA
8249,6,SIRA
13425,3,DERMASON
10145,3,DERMASON
5290,2,CALI
2731,0,BARBUNYA
6690,4,HOROZ
6015,4,HOROZ
4610,2,CALI
8539,6,SIRA
8779,6,SIRA
9760,6,SIRA
7560,6,SIRA
9266,6,SIRA
684,5,SEKER
10290,3,DERMASON
8204,6,SIRA
1001,5,SEKER
556,5,SEKER
2758,0,BARBUNYA
1738,5,SEKER
10265,3,DERMASON
12199,3,DERMASON
3748,1,BOMBAY
6550,4,HOROZ
11899,3,DERMASON
6445,4,HOROZ
1599,5,SEKER
2617,0,BARBUNYA
2937,0,BARBUNYA
11369,3,DERMASON
11676,3,DERMASON
6962,4,HOROZ
527,5,SEKER
1578,5,SEKER
36,5,SEKER
653,5,SEKER
10273,3,DERMASON
8515,6,SIRA
12294,3,DERMASON
8913,6,SIRA
3741,1,BOMBAY
9582,6,SIRA
10723,3,DERMASON
8737,6,SIRA
8069,6,SIRA
3625,1,BOMBAY
3929,2,CALI
10474,3,DERMASON
1147,5,SEKER
100,5,SEKER
3699,1,BOMBAY
2007,5,SEKER
11239,3,DERMASON
6640,4,HOROZ
1083,5,SEKER
12662,3,DERMASON
7268,4,HOROZ
12900,3,DERMASON
8587,6,SIRA
2106,0,BARBUNYA
12396,3,DERMASON
7596,6,SIRA
6273,4,HOROZ
1004,5,SEKER
7317,4,HOROZ
7473,6,SIRA
7734,6,SIRA
7100,4,HOROZ
2119,0,BARBUNYA
6982,4,HOROZ
12847,3,DERMASON
10232,3,DERMASON
12541,3,DERMASON
5082,2,CALI
13134,3,DERMASON
8438,6,SIRA
2718,0,BARBUNYA
687,5,SEKER
3948,2,CALI
11731,3,DERMASON
6018,4,HOROZ
6496,4,HOROZ
3764,1,BOMBAY
5954,4,HOROZ
6956,4,HOROZ
7733,6,SIRA
12881,3,DERMASON
9797,6,SIRA
5309,2,CALI
10211,3,DERMASON
7216,4,HOROZ
12624,3,DERMASON
10719,3,DERMASON
12978,3,DERMASON
6797,4,HOROZ
2033,0,BARBUNYA
12187,3,DERMASON
7755,6,SIRA
13064,3,DERMASON
12376,3,DERMASON
4637,2,CALI
9665,6,SIRA
2443,0,BARBUNYA
7495,6,SIRA
13361,3,DERMASON
4925,2,CALI
13153,3,DERMASON
4075,2,CALI
8993,6,SIRA
10721,3,DERMASON
7051,4,HOROZ
6651,4,HOROZ
7786,6,SIRA
618,5,SEKER
6639,4,HOROZ
7475,6,SIRA
3539,1,BOMBAY
11163,3,DERMASON
4639,2,CALI
4640,2,CALI
12177,3,DERMASON
12399,3,DERMASON
6369,4,HOROZ
8244,6,SIRA
493,5,SEKER
1779,5,SEKER
13434,3,DERMASON
7350,4,HOROZ
6789,4,HOROZ
4172,2,CALI
5313,2,CALI
6012,4,HOROZ
8964,6,SIRA
2771,0,BARBUNYA
217,5,SEKER
12802,3,DERMASON
10469,3,DERMASON
3585,1,BOMBAY
507,5,SEKER
11266,3,DERMASON
4554,2,CALI
7324,4,HOROZ
196,5,SEKER
6201,4,HOROZ
4242,2,CALI
12483,3,DERMASON
1557,5,SEKER
5141,2,CALI
9314,6,SIRA
12104,3,DERMASON
4745,2,CALI
1507,5,SEKER
265,5,SEKER
7186,4,HOROZ
10903,3,DERMASON
3093,0,BARBUNYA
12403,3,DERMASON
9934,6,SIRA
236,5,SEKER
1806,5,SEKER
351,5,SEKER
8532,6,SIRA
1617,5,SEKER
5133,2,CALI
7133,4,HOROZ
6769,4,HOROZ
12225,3,DERMASON
708,5,SEKER
10610,3,DERMASON
5722,4,HOROZ
10742,3,DERMASON
8484,6,SIRA
6138,4,HOROZ
3566,1,BOMBAY
7574,6,SIRA
6499,4,HOROZ
5217,2,CALI
9180,6,SIRA
11993,3,DERMASON
8092,6,SIRA
12612,3,DERMASON
11572,3,DERMASON
5809,4,HOROZ
9950,6,SIRA
7194,4,HOROZ
2062,0,BARBUNYA
10098,3,DERMASON
6386,4,HOROZ
947,5,SEKER
259,5,SEKER
2142,0,BARBUNYA
11726,3,DERMASON
251,5,SEKER
9146,6,SIRA
584,5,SEKER
1826,5,SEKER
612,5,SEKER
9414,6,SIRA
2459,0,BARBUNYA
4095,2,CALI
1400,5,SEKER
5931,4,HOROZ
11976,3,DERMASON
2133,0,BARBUNYA
3007,0,BARBUNYA
5554,4,HOROZ
109,5,SEKER
12566,3,DERMASON
2942,0,BARBUNYA
3061,0,BARBUNYA
12960,3,DERMASON
9855,6,SIRA
3901,2,CALI
12988,3,DERMASON
345,5,SEKER
4480,2,CALI
12348,3,DERMASON
784,5,SEKER
11490,3,DERMASON
4419,2,CALI
142,5,SEKER
7105,4,HOROZ
4235,2,CALI
3859,1,BOMBAY
2879,0,BARBUNYA
11287,3,DERMASON
8233,6,SIRA
10468,3,DERMASON
2345,0,BARBUNYA
9250,6,SIRA
12967,3,DERMASON
12863,3,DERMASON
388,5,SEKER
1192,5,SEKER
6172,4,HOROZ
1911,5,SEKER
10754,3,DERMASON
1735,5,SEKER
9172,6,SIRA
4357,2,CALI
4559,2,CALI
7732,6,SIRA
10172,3,DERMASON
13498,3,DERMASON
7530,6,SIRA
3828,1,BOMBAY
11698,3,DERMASON
9428,6,SIRA
8214,6,SIRA
10138,3,DERMASON
4913,2,CALI
428,5,SEKER
12574,3,DERMASON
4837,2,CALI
11445,3,DERMASON
3974,2,CALI
8524,6,SIRA
11755,3,DERMASON
11399,3,DERMASON
959,5,SEKER
137,5,SEKER
4955,2,CALI
5303,2,CALI
11854,3,DERMASON
6372,4,HOROZ
3703,1,BOMBAY
9597,6,SIRA
1710,5,SEKER
5405,2,CALI
8028,6,SIRA
5183,2,CALI
5212,2,CALI
7365,6,SIRA
5326,2,CALI
5044,2,CALI
5042,2,CALI
3832,1,BOMBAY
3311,0,BARBUNYA
10686,3,DERMASON
2237,0,BARBUNYA
2562,0,BARBUNYA
7920,6,SIRA
5319,2,CALI
6211,4,HOROZ
7445,6,SIRA
12865,3,DERMASON
8680,6,SIRA
9227,6,SIRA
4760,2,CALI
9929,6,SIRA
9560,6,SIRA
234,5,SEKER
1222,5,SEKER
4443,2,CALI
3667,1,BOMBAY
1493,5,SEKER
2132,0,BARBUNYA
3314,0,BARBUNYA
12249,3,DERMASON
10502,3,DERMASON
2278,0,BARBUNYA
9558,6,SIRA
12726,3,DERMASON
3542,1,BOMBAY
12379,3,DERMASON
20,5,SEKER
5989,4,HOROZ
11444,3,DERMASON
9563,6,SIRA
4052,2,CALI
8967,6,SIRA
6425,4,HOROZ
7731,6,SIRA
575,5,SEKER
7722,6,SIRA
6481,4,HOROZ
2916,0,BARBUNYA
13347,3,DERMASON
10601,3,DERMASON
12135,3,DERMASON
7608,6,SIRA
2108,0,BARBUNYA
4750,2,CALI
9534,6,SIRA
3140,0,BARBUNYA
8721,6,SIRA
3158,0,BARBUNYA
2217,0,BARBUNYA
7696,6,SIRA
3615,1,BOMBAY
7258,4,HOROZ
7544,6,SIRA
3148,0,BARBUNYA
9370,6,SIRA
13453,3,DERMASON
12619,3,DERMASON
7740,6,SIRA
4241,2,CALI
9213,6,SIRA
4615,2,CALI
10014,3,DERMASON
5593,4,HOROZ
4065,2,CALI
3441,1,BOMBAY
10154,3,DERMASON
2652,0,BARBUNYA
6583,4,HOROZ
1420,5,SEKER
1527,5,SEKER
12393,3,DERMASON
7879,6,SIRA
13220,3,DERMASON
552,5,SEKER
10289,3,DERMASON
2081,0,BARBUNYA
11870,3,DERMASON
5824,4,HOROZ
1909,5,SEKER
4900,2,CALI
5288,2,CALI
8984,6,SIRA
9494,6,SIRA
10613,3,DERMASON
4588,2,CALI
367,5,SEKER
5594,4,HOROZ
6175,4,HOROZ
12252,3,DERMASON
0,5,SEKER
9549,6,SIRA
12293,3,DERMASON
9271,6,SIRA
8379,6,SIRA
7406,6,SIRA
7020,4,HOROZ
4476,2,CALI
13479,3,DERMASON
6103,4,HOROZ
9899,6,SIRA
6280,4,HOROZ
4620,2,CALI
8327,6,SIRA
10118,3,DERMASON
8908,6,SIRA
10058,3,DERMASON
4580,2,CALI
9584,6,SIRA
6801,4,HOROZ
528,5,SEKER
2825,0,BARBUNYA
3197,0,BARBUNYA
10051,3,DERMASON
12032,3,DERMASON
12752,3,DERMASON
13184,3,DERMASON
10871,3,DERMASON
9252,6,SIRA
11019,3,DERMASON
6394,4,HOROZ
9870,6,SIRA
9317,6,SIRA
7107,4,HOROZ
10449,3,DERMASON
11241,3,DERMASON
3677,1,BOMBAY
7175,4,HOROZ
1308,5,SEKER
2871,0,BARBUNYA
8747,6,SIRA
9280,6,SIRA
4274,2,CALI
10905,3,DERMASON
3119,0,BARBUNYA
9868,6,SIRA
5702,4,HOROZ
3556,1,BOMBAY
6190,4,HOROZ
4304,2,CALI
1403,5,SEKER
118,5,SEKER
188,5,SEKER
11706,3,DERMASON
13493,3,DERMASON
4655,2,CALI
8462,6,SIRA
8011,6,SIRA
5623,4,HOROZ
8535,6,SIRA
207,5,SEKER
8255,6,SIRA
2,5,SEKER
11338,3,DERMASON
9565,6,SIRA
3029,0,BARBUNYA
9908,6,SIRA
4240,2,CALI
10752,3,DERMASON
5146,2,CALI
1534,5,SEKER
5415,2,CALI
9736,6,SIRA
11680,3,DERMASON
9894,6,SIRA
8810,6,SIRA
2393,0,BARBUNYA
2919,0,BARBUNYA
7583,6,SIRA
418,5,SEKER
770,5,SEKER
11276,3,DERMASON
3923,2,CALI
6628,4,HOROZ
11117,3,DERMASON
4484,2,CALI
1201,5,SEKER
11776,3,DERMASON
9060,6,SIRA
6123,4,HOROZ
184,5,SEKER
12431,3,DERMASON
3059,0,BARBUNYA
3026,0,BARBUNYA
4791,2,CALI
7658,6,SIRA
6204,4,HOROZ
6648,4,HOROZ
3245,0,BARBUNYA
6931,4,HOROZ
131,5,SEKER
7783,6,SIRA
6065,4,HOROZ
10782,3,DERMASON
9362,6,SIRA
10747,3,DERMASON
7437,6,SIRA
5297,2,CALI
9830,6,SIRA
10547,3,DERMASON
3053,0,BARBUNYA
5443,2,CALI
4798,2,CALI
7869,6,SIRA
11442,3,DERMASON
6831,4,HOROZ
9354,6,SIRA
13016,3,DERMASON
12530,3,DERMASON
763,5,SEKER
5720,4,HOROZ
2626,0,BARBUNYA
6438,4,HOROZ
9920,6,SIRA
849,5,SEKER
3716,1,BOMBAY
216,5,SEKER
963,5,SEKER
7316,4,HOROZ
3734,1,BOMBAY
2587,0,BARBUNYA
11707,3,DERMASON
9512,6,SIRA
11966,3,DERMASON
1559,5,SEKER
7409,6,SIRA
8774,6,SIRA
12484,3,DERMASON
4033,2,CALI
13128,3,DERMASON
2961,0,BARBUNYA
6875,4,HOROZ
1748,5,SEKER
6421,4,HOROZ
5431,2,CALI
174,5,SEKER
11049,3,DERMASON
6561,4,HOROZ
13080,3,DERMASON
12183,3,DERMASON
3797,1,BOMBAY
10997,3,DERMASON
11850,3,DERMASON
2522,0,BARBUNYA
10599,3,DERMASON
9319,6,SIRA
655,5,SEKER
8930,6,SIRA
2371,0,BARBUNYA
5728,4,HOROZ
5810,4,HOROZ
11500,3,DERMASON
11036,3,DERMASON
3084,0,BARBUNYA
10511,3,DERMASON
407,5,SEKER
3738,1,BOMBAY
7035,4,HOROZ
10151,3,DERMASON
6683,4,HOROZ
4092,2,CALI
3569,1,BOMBAY
1140,5,SEKER
282,5,SEKER
12889,3,DERMASON
10841,3,DERMASON
4369,2,CALI
425,5,SEKER
1785,5,SEKER
9603,6,SIRA
8632,6,SIRA
10398,3,DERMASON
9943,6,SIRA
9042,6,SIRA
13506,3,DERMASON
12796,3,DERMASON
539,5,SEKER
5029,2,CALI
5266,2,CALI
4968,2,CALI
10553,3,DERMASON
9802,6,SIRA
7971,6,SIRA
3127,0,BARBUNYA
4988,2,CALI
10741,3,DERMASON
9211,6,SIRA
13376,3,DERMASON
9628,6,SIRA
1800,5,SEKER
10740,3,DERMASON
10709,3,DERMASON
11245,3,DERMASON
3296,0,BARBUNYA
1091,5,SEKER
697,5,SEKER
11380,3,DERMASON
2247,0,BARBUNYA
8834,6,SIRA
5102,2,CALI
10514,3,DERMASON
12701,3,DERMASON
8883,6,SIRA
9015,6,SIRA
4085,2,CALI
10031,3,DERMASON
8377,6,SIRA
11067,3,DERMASON
7050,4,HOROZ
8640,6,SIRA
3635,1,BOMBAY
5570,4,HOROZ
6136,4,HOROZ
7677,6,SIRA
5806,4,HOROZ
7508,6,SIRA
4002,2,CALI
7154,4,HOROZ
7221,4,HOROZ
5440,2,CALI
12871,3,DERMASON
5855,4,HOROZ
5068,2,CALI
8165,6,SIRA
3372,1,BOMBAY
7590,6,SIRA
11868,3,DERMASON
1981,5,SEKER
859,5,SEKER
10984,3,DERMASON
13117,3,DERMASON
7586,6,SIRA
7443,6,SIRA
6818,4,HOROZ
11858,3,DERMASON
2098,0,BARBUNYA
12831,3,DERMASON
12536,3,DERMASON
12819,3,DERMASON
1979,5,SEKER
435,5,SEKER
3076,0,BARBUNYA
13472,3,DERMASON
12767,3,DERMASON
3224,0,BARBUNYA
6943,4,HOROZ
6953,4,HOROZ
3488,1,BOMBAY
8540,6,SIRA
2219,0,BARBUNYA
2231,0,BARBUNYA
4222,2,CALI
6084,4,HOROZ
12696,3,DERMASON
7973,6,SIRA
9866,6,SIRA
5390,2,CALI
2124,0,BARBUNYA
156,5,SEKER
10922,3,DERMASON
6434,4,HOROZ
7354,4,HOROZ
2417,0,BARBUNYA
693,5,SEKER
1739,5,SEKER
9115,6,SIRA
4972,2,CALI
6663,4,HOROZ
13190,3,DERMASON
1849,5,SEKER
6051,4,HOROZ
5014,2,CALI
749,5,SEKER
12079,3,DERMASON
5026,2,CALI
13075,3,DERMASON
12052,3,DERMASON
10855,3,DERMASON
5202,2,CALI
10246,3,DERMASON
3386,1,BOMBAY
6924,4,HOROZ
11752,3,DERMASON
9607,6,SIRA
11924,3,DERMASON
6846,4,HOROZ
4597,2,CALI
8776,6,SIRA
11975,3,DERMASON
13537,3,DERMASON
8199,6,SIRA
1415,5,SEKER
3180,0,BARBUNYA
12864,3,DERMASON
4826,2,CALI
2241,0,BARBUNYA
214,5,SEKER
5124,2,CALI
8956,6,SIRA
1185,5,SEKER
858,5,SEKER
10366,3,DERMASON
2094,0,BARBUNYA
1359,5,SEKER
819,5,SEKER
12234,3,DERMASON
4135,2,CALI
4098,2,CALI
3126,0,BARBUNYA
11663,3,DERMASON
2764,0,BARBUNYA
107,5,SEKER
2853,0,BARBUNYA
3903,2,CALI
12647,3,DERMASON
1504,5,SEKER
1037,5,SEKER
7866,6,SIRA
11771,3,DERMASON
9820,6,SIRA
11363,3,DERMASON
5113,2,CALI
3062,0,BARBUNYA
11164,3,DERMASON
9158,6,SIRA
3934,2,CALI
1492,5,SEKER
4389,2,CALI
3384,1,BOMBAY
4830,2,CALI
5236,2,CALI
2687,0,BARBUNYA
464,5,SEKER
2505,0,BARBUNYA
4309,2,CALI
10495,3,DERMASON
8516,6,SIRA
4471,2,CALI
12239,3,DERMASON
12598,3,DERMASON
3646,1,BOMBAY
12850,3,DERMASON
7128,4,HOROZ
7524,6,SIRA
84,5,SEKER
10003,3,DERMASON
9810,6,SIRA
6794,4,HOROZ
6925,4,HOROZ
3914,2,CALI
6792,4,HOROZ
7320,4,HOROZ
11197,3,DERMASON
8179,6,SIRA
5864,4,HOROZ
3452,1,BOMBAY
7283,4,HOROZ
7444,6,SIRA
172,5,SEKER
13098,3,DERMASON
5043,2,CALI
919,5,SEKER
10506,3,DERMASON
4847,2,CALI
2484,0,BARBUNYA
9684,6,SIRA
13283,3,DERMASON
10523,3,DERMASON
8829,6,SIRA
3843,1,BOMBAY
1095,5,SEKER
11487,3,DERMASON
12572,3,DERMASON
13470,3,DERMASON
1450,5,SEKER
10929,3,DERMASON
7618,6,SIRA
11331,3,DERMASON
8137,6,SIRA
683,5,SEKER
5260,2,CALI
9828,6,SIRA
5480,2,CALI
2274,0,BARBUNYA
13179,3,DERMASON
3751,1,BOMBAY
5495,2,CALI
842,5,SEKER
7410,6,SIRA
5889,4,HOROZ
11206,3,DERMASON
4677,2,CALI
5785,4,HOROZ
10823,3,DERMASON
8582,6,SIRA
8500,6,SIRA
9233,6,SIRA
3381,1,BOMBAY
10958,3,DERMASON
2655,0,BARBUNYA
1970,5,SEKER
6126,4,HOROZ
13325,3,DERMASON
11440,3,DERMASON
13437,3,DERMASON
7932,6,SIRA
9039,6,SIRA
232,5,SEKER
10570,3,DERMASON
13238,3,DERMASON
2863,0,BARBUNYA
6375,4,HOROZ
10152,3,DERMASON
8472,6,SIRA
8590,6,SIRA
6156,4,HOROZ
7047,4,HOROZ
12897,3,DERMASON
9973,6,SIRA
3943,2,CALI
12886,3,DERMASON
8616,6,SIRA
7043,4,HOROZ
2408,0,BARBUNYA
7593,6,SIRA
4025,2,CALI
12301,3,DERMASON
12150,3,DERMASON
10673,3,DERMASON
5917,4,HOROZ
6507,4,HOROZ
6203,4,HOROZ
8697,6,SIRA
5671,4,HOROZ
1461,5,SEKER
8263,6,SIRA
5862,4,HOROZ
12970,3,DERMASON
3182,0,BARBUNYA
10235,3,DERMASON
5730,4,HOROZ
7362,6,SIRA
13044,3,DERMASON
11730,3,DERMASON
108,5,SEKER
10775,3,DERMASON
9921,6,SIRA
658,5,SEKER
11603,3,DERMASON
8910,6,SIRA
6923,4,HOROZ
5930,4,HOROZ
694,5,SEKER
12556,3,DERMASON
13464,3,DERMASON
11300,3,DERMASON
12899,3,DERMASON
10399,3,DERMASON
6212,4,HOROZ
8691,6,SIRA
8615,6,SIRA
4358,2,CALI
10050,3,DERMASON
1264,5,SEKER
3014,0,BARBUNYA
3169,0,BARBUNYA
10649,3,DERMASON
8873,6,SIRA
5234,2,CALI
10820,3,DERMASON
1518,5,SEKER
542,5,SEKER
139,5,SEKER
1689,5,SEKER
7229,4,HOROZ
10831,3,DERMASON
685,5,SEKER
1443,5,SEKER
9068,6,SIRA
3255,0,BARBUNYA
11407,3,DERMASON
11449,3,DERMASON
7002,4,HOROZ
2823,0,BARBUNYA
1362,5,SEKER
7528,6,SIRA
11194,3,DERMASON
11123,3,DERMASON
8740,6,SIRA
10827,3,DERMASON
3648,1,BOMBAY
8609,6,SIRA
6813,4,HOROZ
3188,0,BARBUNYA
6859,4,HOROZ
3591,1,BOMBAY
5582,4,HOROZ
4280,2,CALI
6865,4,HOROZ
1603,5,SEKER
4045,2,CALI
2964,0,BARBUNYA
11165,3,DERMASON
2105,0,BARBUNYA
4119,2,CALI
5684,4,HOROZ
12446,3,DERMASON
12571,3,DERMASON
4321,2,CALI
8348,6,SIRA
3777,1,BOMBAY
6005,4,HOROZ
9453,6,SIRA
2014,5,SEKER
9529,6,SIRA
1073,5,SEKER
11212,3,DERMASON
8481,6,SIRA
11483,3,DERMASON
12196,3,DERMASON
8014,6,SIRA
12788,3,DERMASON
5796,4,HOROZ
11330,3,DERMASON
6451,4,HOROZ
12859,3,DERMASON
10786,3,DERMASON
10266,3,DERMASON
7101,4,HOROZ
12421,3,DERMASON
6984,4,HOROZ
3123,0,BARBUNYA
680,5,SEKER
9429,6,SIRA
1787,5,SEKER
5199,2,CALI
8485,6,SIRA
6838,4,HOROZ
6560,4,HOROZ
2839,0,BARBUNYA
6971,4,HOROZ
1488,5,SEKER
8607,6,SIRA
11898,3,DERMASON
6643,4,HOROZ
12732,3,DERMASON
10886,3,DERMASON
5101,2,CALI
1260,5,SEKER
5535,4,HOROZ
1017,5,SEKER
8465,6,SIRA
12021,3,DERMASON
10720,3,DERMASON
11554,3,DERMASON
12255,3,DERMASON
3905,2,CALI
1734,5,SEKER
12488,3,DERMASON
7950,6,SIRA
3811,1,BOMBAY
558,5,SEKER
9246,6,SIRA
11715,3,DERMASON
8998,6,SIRA
12653,3,DERMASON
3735,1,BOMBAY
10765,3,DERMASON
7891,6,SIRA
1512,5,SEKER
7717,6,SIRA
7338,4,HOROZ
421,5,SEKER
2837,0,BARBUNYA
2873,0,BARBUNYA
9217,6,SIRA
2899,0,BARBUNYA
7361,6,SIRA
6068,4,HOROZ
11052,3,DERMASON
1998,5,SEKER
11390,3,DERMASON
10190,3,DERMASON
3280,0,BARBUNYA
9141,6,SIRA
3567,1,BOMBAY
12862,3,DERMASON
6042,4,HOROZ
3572,1,BOMBAY
12295,3,DERMASON
12469,3,DERMASON
11955,3,DERMASON
4872,2,CALI
2425,0,BARBUNYA
10378,3,DERMASON
4701,2,CALI
1297,5,SEKER
4782,2,CALI
12824,3,DERMASON
6092,4,HOROZ
10809,3,DERMASON
369,5,SEKER
10718,3,DERMASON
6655,4,HOROZ
10944,3,DERMASON
1335,5,SEKER
96,5,SEKER
6853,4,HOROZ
11057,3,DERMASON
7089,4,HOROZ
10678,3,DERMASON
7298,4,HOROZ
1769,5,SEKER
2272,0,BARBUNYA
6047,4,HOROZ
1082,5,SEKER
841,5,SEKER
129,5,SEKER
1410,5,SEKER
5348,2,CALI
10314,3,DERMASON
5262,2,CALI
1379,5,SEKER
1677,5,SEKER
9863,6,SIRA
117,5,SEKER
5004,2,CALI
405,5,SEKER
9470,6,SIRA
2128,0,BARBUNYA
7266,4,HOROZ
8474,6,SIRA
3594,1,BOMBAY
11530,3,DERMASON
9843,6,SIRA
8857,6,SIRA
10946,3,DERMASON
1076,5,SEKER
11668,3,DERMASON
12792,3,DERMASON
1355,5,SEKER
9248,6,SIRA
8498,6,SIRA
7559,6,SIRA
3486,1,BOMBAY
9308,6,SIRA
12315,3,DERMASON
9122,6,SIRA
5553,4,HOROZ
1471,5,SEKER
10038,3,DERMASON
774,5,SEKER
3611,1,BOMBAY
7274,4,HOROZ
8312,6,SIRA
9594,6,SIRA
1614,5,SEKER
12837,3,DERMASON
8688,6,SIRA
8659,6,SIRA
3707,1,BOMBAY
12748,3,DERMASON
11122,3,DERMASON
4460,2,CALI
10573,3,DERMASON
11174,3,DERMASON
278,5,SEKER
1630,5,SEKER
2694,0,BARBUNYA
4162,2,CALI
11656,3,DERMASON
12601,3,DERMASON
1896,5,SEKER
1728,5,SEKER
10617,3,DERMASON
518,5,SEKER
10580,3,DERMASON
12084,3,DERMASON
1830,5,SEKER
8043,6,SIRA
7924,6,SIRA
5006,2,CALI
13030,3,DERMASON
5871,4,HOROZ
12669,3,DERMASON
10877,3,DERMASON
6493,4,HOROZ
5016,2,CALI
13124,3,DERMASON
10634,3,DERMASON
2022,5,SEKER
2524,0,BARBUNYA
10418,3,DERMASON
2346,0,BARBUNYA
3596,1,BOMBAY
10390,3,DERMASON
10766,3,DERMASON
7878,6,SIRA
6093,4,HOROZ
979,5,SEKER
7542,6,SIRA
4601,2,CALI
3804,1,BOMBAY
5691,4,HOROZ
11439,3,DERMASON
9795,6,SIRA
5307,2,CALI
10368,3,DERMASON
5950,4,HOROZ
9369,6,SIRA
150,5,SEKER
9786,6,SIRA
6699,4,HOROZ
4764,2,CALI
9473,6,SIRA
11907,3,DERMASON
8411,6,SIRA
11457,3,DERMASON
12124,3,DERMASON
7861,6,SIRA
1345,5,SEKER
6990,4,HOROZ
10178,3,DERMASON
11611,3,DERMASON
12388,3,DERMASON
2326,0,BARBUNYA
7646,6,SIRA
520,5,SEKER
3404,1,BOMBAY
21,5,SEKER
12438,3,DERMASON
9044,6,SIRA
5861,4,HOROZ
238,5,SEKER
9523,6,SIRA
11536,3,DERMASON
5556,4,HOROZ
927,5,SEKER
7774,6,SIRA
6242,4,HOROZ
9728,6,SIRA
1529,5,SEKER
8270,6,SIRA
271,5,SEKER
6069,4,HOROZ
12071,3,DERMASON
3965,2,CALI
210,5,SEKER
5670,4,HOROZ
5907,4,HOROZ
11828,3,DERMASON
10862,3,DERMASON
4444,2,CALI
13237,3,DERMASON
5980,4,HOROZ
4852,2,CALI
12809,3,DERMASON
11539,3,DERMASON
3602,1,BOMBAY
11263,3,DERMASON
8459,6,SIRA
279,5,SEKER
5988,4,HOROZ
3215,0,BARBUNYA
4921,2,CALI
9265,6,SIRA
1455,5,SEKER
5927,4,HOROZ
1221,5,SEKER
5486,2,CALI
12025,3,DERMASON
10804,3,DERMASON
12193,3,DERMASON
9769,6,SIRA
7746,6,SIRA
7339,4,HOROZ
11599,3,DERMASON
10748,3,DERMASON
10240,3,DERMASON
6809,4,HOROZ
10176,3,DERMASON
8241,6,SIRA
12569,3,DERMASON
2235,0,BARBUNYA
10385,3,DERMASON
6110,4,HOROZ
2169,0,BARBUNYA
8893,6,SIRA
11191,3,DERMASON
9307,6,SIRA
12882,3,DERMASON
11295,3,DERMASON
6229,4,HOROZ
294,5,SEKER
754,5,SEKER
7173,4,HOROZ
13503,3,DERMASON
12695,3,DERMASON
1732,5,SEKER
11511,3,DERMASON
12661,3,DERMASON
7068,4,HOROZ
3354,1,BOMBAY
7792,6,SIRA
13535,3,DERMASON
10435,3,DERMASON
740,5,SEKER
2317,0,BARBUNYA
9685,6,SIRA
6609,4,HOROZ
3121,0,BARBUNYA
9147,6,SIRA
4009,2,CALI
2785,0,BARBUNYA
324,5,SEKER
2740,0,BARBUNYA
1451,5,SEKER
12460,3,DERMASON
10675,3,DERMASON
6719,4,HOROZ
9484,6,SIRA
13266,3,DERMASON
10234,3,DERMASON
4583,2,CALI
9537,6,SIRA
3939,2,CALI
120,5,SEKER
10340,3,DERMASON
9471,6,SIRA
5515,4,HOROZ
10714,3,DERMASON
