method,model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,explanation_value,abs_explanation_value
SHAP,decision_tree,Decision Tree,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,ShapeFactor4,0.12236964594411,0.12236964594411
SHAP,decision_tree,Decision Tree,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,Solidity,0.0866596316112101,0.0866596316112101
SHAP,decision_tree,Decision Tree,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,roundness,0.0714493907890901,0.0714493907890901
SHAP,decision_tree,Decision Tree,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,MinorAxisLength,0.1705757776458475,0.1705757776458475
SHAP,decision_tree,Decision Tree,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,ShapeFactor2,0.1419007856918893,0.1419007856918893
SHAP,decision_tree,Decision Tree,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,Perimeter,0.1229169820210482,0.1229169820210482
SHAP,decision_tree,Decision Tree,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,MajorAxisLength,0.122721405021793,0.122721405021793
SHAP,decision_tree,Decision Tree,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,Solidity,0.0714287831763332,0.0714287831763332
SHAP,decision_tree,Decision Tree,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.2944922718563623,0.2944922718563623
SHAP,decision_tree,Decision Tree,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,3,DERMASON,2,Solidity,0.1807203363354641,0.1807203363354641
SHAP,decision_tree,Decision Tree,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,3,DERMASON,3,roundness,0.1332792150768868,0.1332792150768868
SHAP,decision_tree,Decision Tree,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,3,DERMASON,4,MinorAxisLength,-0.1161643004268451,0.1161643004268451
SHAP,decision_tree,Decision Tree,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,3,DERMASON,5,Perimeter,0.0977339721098568,0.0977339721098568
SHAP,decision_tree,Decision Tree,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,3,DERMASON,1,Perimeter,0.3879730868210272,0.3879730868210272
SHAP,decision_tree,Decision Tree,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,3,DERMASON,2,Compactness,0.2014387485354776,0.2014387485354776
SHAP,decision_tree,Decision Tree,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,3,DERMASON,3,ConvexArea,0.1364508340903512,0.1364508340903512
SHAP,decision_tree,Decision Tree,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0611525199430166,0.0611525199430166
SHAP,decision_tree,Decision Tree,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,3,DERMASON,5,ShapeFactor4,-0.0329274641549105,0.0329274641549105
SHAP,decision_tree,Decision Tree,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,MinorAxisLength,0.2515218098410895,0.2515218098410895
SHAP,decision_tree,Decision Tree,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,ConvexArea,0.1566869420307583,0.1566869420307583
SHAP,decision_tree,Decision Tree,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,roundness,0.0961105246734042,0.0961105246734042
SHAP,decision_tree,Decision Tree,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,MajorAxisLength,0.0820859933230464,0.0820859933230464
SHAP,decision_tree,Decision Tree,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,ShapeFactor3,0.0809784351800895,0.0809784351800895
SHAP,decision_tree,Decision Tree,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,ShapeFactor3,0.3255823144358731,0.3255823144358731
SHAP,decision_tree,Decision Tree,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,ShapeFactor1,0.1859093939376395,0.1859093939376395
SHAP,decision_tree,Decision Tree,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,Perimeter,0.0634515657946998,0.0634515657946998
SHAP,decision_tree,Decision Tree,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,roundness,0.0594577092289716,0.0594577092289716
SHAP,decision_tree,Decision Tree,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,Solidity,0.0519919435497437,0.0519919435497437
SHAP,decision_tree,Decision Tree,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,ShapeFactor3,0.2232745985850804,0.2232745985850804
SHAP,decision_tree,Decision Tree,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,ShapeFactor1,0.196995633111686,0.196995633111686
SHAP,decision_tree,Decision Tree,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,Compactness,0.0908245225216961,0.0908245225216961
SHAP,decision_tree,Decision Tree,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,ShapeFactor4,0.0574962400489229,0.0574962400489229
SHAP,decision_tree,Decision Tree,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,roundness,0.057375335064434,0.057375335064434
SHAP,decision_tree,Decision Tree,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,ShapeFactor1,0.2001548235057823,0.2001548235057823
SHAP,decision_tree,Decision Tree,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,ShapeFactor3,0.1838150394693136,0.1838150394693136
SHAP,decision_tree,Decision Tree,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,Extent,0.1709157579861694,0.1709157579861694
SHAP,decision_tree,Decision Tree,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,MajorAxisLength,0.1021859548959827,0.1021859548959827
SHAP,decision_tree,Decision Tree,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,Solidity,-0.0632566794030138,0.0632566794030138
SHAP,decision_tree,Decision Tree,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,ConvexArea,0.193988671676252,0.193988671676252
SHAP,decision_tree,Decision Tree,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,Perimeter,0.1337153804413098,0.1337153804413098
SHAP,decision_tree,Decision Tree,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,roundness,0.1123421517823931,0.1123421517823931
SHAP,decision_tree,Decision Tree,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,ShapeFactor2,0.0975335948255712,0.0975335948255712
SHAP,decision_tree,Decision Tree,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,ShapeFactor3,0.0917466203243487,0.0917466203243487
SHAP,decision_tree,Decision Tree,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,Perimeter,0.3606949377158511,0.3606949377158511
SHAP,decision_tree,Decision Tree,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,MajorAxisLength,0.1517972963232509,0.1517972963232509
SHAP,decision_tree,Decision Tree,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,ConvexArea,0.0642634683127353,0.0642634683127353
SHAP,decision_tree,Decision Tree,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,ShapeFactor4,0.0616082259306279,0.0616082259306279
SHAP,decision_tree,Decision Tree,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,AspectRation,0.0556515313352084,0.0556515313352084
SHAP,decision_tree,Decision Tree,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,MajorAxisLength,0.3421972981847931,0.3421972981847931
SHAP,decision_tree,Decision Tree,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,ShapeFactor4,0.1120683925578032,0.1120683925578032
SHAP,decision_tree,Decision Tree,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,ShapeFactor1,0.090679526509762,0.090679526509762
SHAP,decision_tree,Decision Tree,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,Extent,0.066173428448757,0.066173428448757
SHAP,decision_tree,Decision Tree,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,Perimeter,0.0382215352753493,0.0382215352753493
SHAP,decision_tree,Decision Tree,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,MajorAxisLength,0.3199339405177536,0.3199339405177536
SHAP,decision_tree,Decision Tree,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,Solidity,0.1581713973015506,0.1581713973015506
SHAP,decision_tree,Decision Tree,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,ShapeFactor1,0.0990087629948192,0.0990087629948192
SHAP,decision_tree,Decision Tree,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,Perimeter,0.0561564703117191,0.0561564703117191
SHAP,decision_tree,Decision Tree,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,ConvexArea,0.0394317613611866,0.0394317613611866
SHAP,decision_tree,Decision Tree,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,MajorAxisLength,0.3687653753791754,0.3687653753791754
SHAP,decision_tree,Decision Tree,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,ShapeFactor4,0.1052789407293714,0.1052789407293714
SHAP,decision_tree,Decision Tree,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,Area,0.0861162747816968,0.0861162747816968
SHAP,decision_tree,Decision Tree,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,Extent,-0.0753913789636138,0.0753913789636138
SHAP,decision_tree,Decision Tree,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,ShapeFactor1,0.0654072726323927,0.0654072726323927
SHAP,decision_tree,Decision Tree,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,1,MinorAxisLength,0.2444394356940353,0.2444394356940353
SHAP,decision_tree,Decision Tree,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,2,roundness,0.2177362504859606,0.2177362504859606
SHAP,decision_tree,Decision Tree,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,3,ShapeFactor4,0.1289468450663426,0.1289468450663426
SHAP,decision_tree,Decision Tree,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,4,ShapeFactor3,0.0682273269058891,0.0682273269058891
SHAP,decision_tree,Decision Tree,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,5,ShapeFactor1,0.0573481166034276,0.0573481166034276
SHAP,decision_tree,Decision Tree,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,1,MajorAxisLength,0.31288796646968,0.31288796646968
SHAP,decision_tree,Decision Tree,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,2,Perimeter,0.194797929410676,0.194797929410676
SHAP,decision_tree,Decision Tree,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,3,MinorAxisLength,-0.1237092703894827,0.1237092703894827
SHAP,decision_tree,Decision Tree,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,4,ShapeFactor4,0.1175745655685679,0.1175745655685679
SHAP,decision_tree,Decision Tree,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,5,Area,0.0982328033369927,0.0982328033369927
SHAP,decision_tree,Decision Tree,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,1,Perimeter,0.5743892372854734,0.5743892372854734
SHAP,decision_tree,Decision Tree,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,2,MajorAxisLength,-0.1068169807407156,0.1068169807407156
SHAP,decision_tree,Decision Tree,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,3,Compactness,0.0757911031890213,0.0757911031890213
SHAP,decision_tree,Decision Tree,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,4,ShapeFactor1,0.0692329870090446,0.0692329870090446
SHAP,decision_tree,Decision Tree,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,5,roundness,0.0285002122035368,0.0285002122035368
SHAP,decision_tree,Decision Tree,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,1,ShapeFactor1,0.3353445769659075,0.3353445769659075
SHAP,decision_tree,Decision Tree,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,2,Area,0.2895409332975014,0.2895409332975014
SHAP,decision_tree,Decision Tree,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,3,MajorAxisLength,-0.1854086596685988,0.1854086596685988
SHAP,decision_tree,Decision Tree,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,4,Perimeter,0.1243996687122181,0.1243996687122181
SHAP,decision_tree,Decision Tree,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,5,Compactness,0.0674818052545972,0.0674818052545972
SHAP,random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.1477453507762883,0.1477453507762883
SHAP,random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,Perimeter,0.0869785435437321,0.0869785435437321
SHAP,random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,MajorAxisLength,0.0655670799329442,0.0655670799329442
SHAP,random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,Solidity,0.0624539344986086,0.0624539344986086
SHAP,random_forest,Random Forest,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,ConvexArea,0.0600101493091342,0.0600101493091342
SHAP,random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,Perimeter,0.102480305351259,0.102480305351259
SHAP,random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,ShapeFactor4,-0.0901588757038443,0.0901588757038443
SHAP,random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Solidity,0.0890197851862888,0.0890197851862888
SHAP,random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MajorAxisLength,0.0820407849736798,0.0820407849736798
SHAP,random_forest,Random Forest,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,ConvexArea,0.0755831767828845,0.0755831767828845
SHAP,random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,Perimeter,0.0990555810819492,0.0990555810819492
SHAP,random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,ShapeFactor4,0.0862596595984223,0.0862596595984223
SHAP,random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,ConvexArea,0.0818240934183262,0.0818240934183262
SHAP,random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.0804233102921232,0.0804233102921232
SHAP,random_forest,Random Forest,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,MajorAxisLength,0.0754708478190863,0.0754708478190863
SHAP,random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,roundness,0.1641730202221641,0.1641730202221641
SHAP,random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,Perimeter,0.0757196551512195,0.0757196551512195
SHAP,random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,ConvexArea,0.0670386332419966,0.0670386332419966
SHAP,random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,MajorAxisLength,0.0599115717211143,0.0599115717211143
SHAP,random_forest,Random Forest,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,ShapeFactor4,0.0591431571857838,0.0591431571857838
SHAP,random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,1,roundness,0.1321735792452602,0.1321735792452602
SHAP,random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,2,ShapeFactor4,0.0771059129402129,0.0771059129402129
SHAP,random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,3,Perimeter,0.0627547823632172,0.0627547823632172
SHAP,random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,4,ConvexArea,0.0595647675620218,0.0595647675620218
SHAP,random_forest,Random Forest,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,5,Compactness,-0.0507995932267654,0.0507995932267654
SHAP,random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,1,ShapeFactor4,0.208334920639336,0.208334920639336
SHAP,random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,2,Perimeter,0.0833425214627428,0.0833425214627428
SHAP,random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,3,ShapeFactor1,0.0598311516219088,0.0598311516219088
SHAP,random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,4,roundness,-0.0560116732357351,0.0560116732357351
SHAP,random_forest,Random Forest,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,5,MinorAxisLength,0.0467121467765613,0.0467121467765613
SHAP,random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ShapeFactor1,0.1507817964094268,0.1507817964094268
SHAP,random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,ConvexArea,0.1465933019072133,0.1465933019072133
SHAP,random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,EquivDiameter,0.1451227343564643,0.1451227343564643
SHAP,random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,MinorAxisLength,0.1409394652034577,0.1409394652034577
SHAP,random_forest,Random Forest,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,Area,0.1145580223694915,0.1145580223694915
SHAP,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ConvexArea,0.1516374540964344,0.1516374540964344
SHAP,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,ShapeFactor1,0.1492082960822138,0.1492082960822138
SHAP,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,EquivDiameter,0.1485692306448114,0.1485692306448114
SHAP,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,MinorAxisLength,0.1416036203375794,0.1416036203375794
SHAP,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,Area,0.120232508226697,0.120232508226697
SHAP,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,ConvexArea,0.1323537507676038,0.1323537507676038
SHAP,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,Perimeter,0.1181252329693683,0.1181252329693683
SHAP,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,ShapeFactor1,0.0984914797472459,0.0984914797472459
SHAP,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0967008495049447,0.0967008495049447
SHAP,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.0962946379135064,0.0962946379135064
SHAP,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ConvexArea,0.1294605877449146,0.1294605877449146
SHAP,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,Perimeter,0.1140036924162533,0.1140036924162533
SHAP,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0975858010913412,0.0975858010913412
SHAP,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0958480146340855,0.0958480146340855
SHAP,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.075134704301616,0.075134704301616
SHAP,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ConvexArea,0.1265465304252449,0.1265465304252449
SHAP,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,Perimeter,0.1107521544382884,0.1107521544382884
SHAP,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.09668930551673,0.09668930551673
SHAP,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0925063314818969,0.0925063314818969
SHAP,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.0725122742034067,0.0725122742034067
SHAP,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ConvexArea,0.1225909829269174,0.1225909829269174
SHAP,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,Perimeter,0.1118442561534246,0.1118442561534246
SHAP,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.1064960693108818,0.1064960693108818
SHAP,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0915082245488447,0.0915082245488447
SHAP,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.0734182724207495,0.0734182724207495
SHAP,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ConvexArea,0.1072363859487777,0.1072363859487777
SHAP,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,Perimeter,0.0848562365495565,0.0848562365495565
SHAP,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0763620144298245,0.0763620144298245
SHAP,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.06355699510265,0.06355699510265
SHAP,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,EquivDiameter,0.0585284500162559,0.0585284500162559
SHAP,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.1130228607330743,0.1130228607330743
SHAP,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,ConvexArea,0.1124051241676587,0.1124051241676587
SHAP,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0978402747320444,0.0978402747320444
SHAP,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0740255786049228,0.0740255786049228
SHAP,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,ShapeFactor1,0.0649227742682224,0.0649227742682224
SHAP,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.1094370562859027,0.1094370562859027
SHAP,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,ConvexArea,0.108310021305996,0.108310021305996
SHAP,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0880511737677349,0.0880511737677349
SHAP,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0754247132601835,0.0754247132601835
SHAP,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,Area,0.0456852724714888,0.0456852724714888
